87.5,Sat,15,-73.979012,40.764387,-74.177237,40.690977,1,2583024051440558876
4,Tues,14,-74.002042,40.749302,-73.994982,40.75,4,1165858114798257652
5.5,Fri,17,-73.986712,40.761337,-73.982472,40.770271,3,385957458576580161
5,Sat,4,-73.98316,40.731557,-73.973822,40.743275,1,4991459257514321826
5.5,Thurs,12,-73.988785,40.748145,-73.985577,40.752717,1,3292910106525311428
38.83,Mon,14,-73.99496,40.740127,-73.865745,40.770985,1,6217126309092796042
14.3,Fri,16,-73.993479,40.75227,-73.949253,40.780119,1,3686700812190364415
30.5,Mon,23,-73.968368,40.76179,-73.818563,40.719227,1,3361779233023309177
36.83,Tues,15,-73.981254,40.769035,-73.872408,40.774406,2,2603937621546362141
21,Thurs,14,-73.991548,40.749851,-74.009588,40.706226,1,4453946510785002045
15.7,Sun,0,-74.006283,40.739637,-73.97403,40.761732,2,2522516458758514710
22,Sun,2,-73.99963,40.7284,-73.91979,40.74126,1,4422214315171297059
34.5,Mon,8,-73.969516,40.79798,-73.990089,40.661221,1,304638214647613343
4.5,Mon,14,-73.994855,40.750212,-73.995837,40.75985,1,5993707171007245717
5.5,Wed,21,-73.978024,40.725045,-73.989726,40.733894,1,5265940450811637257
4.5,Sat,12,-73.984937,40.763702,-73.974102,40.762832,1,352495937254222971
4.5,Wed,17,-73.997155,40.722052,-73.989828,40.7341,4,2187702332824386948
4.5,Sun,1,-73.984088,40.725535,-73.985873,40.722868,2,8462982715195436388
5.5,Sun,0,-73.971955,40.782012,-73.959325,40.77521,4,3426289359100181312
4.5,Sat,15,-73.9988,40.739813,-74.008272,40.731871,1,1537878998833422035
23.5,Fri,4,-74.01013,40.720485,-73.94849,40.801537,1,4074374647837575730
4,Sun,17,-73.957811,40.7796,-73.95709,40.785954,1,7919306858746475985
5.5,Sat,22,-73.989632,40.734327,-73.984018,40.72703,2,398898292735468204
26,Mon,19,-74.01593,40.714935,-73.957937,40.77713,2,3305468980266872127
17.5,Thurs,17,-74.014432,40.709867,-73.982482,40.746012,2,7083457581567764339
4.5,Wed,12,-74.004241,40.725588,-73.998544,40.734859,2,5093635560408886649
24.5,Wed,19,-74.007335,40.705382,-73.974902,40.765042,3,3578550877449758160
40.33,Sun,17,-73.873221,40.774048,-73.97437,40.753351,1,966646758675363456
4.5,Sun,10,-73.965855,40.754468,-73.955172,40.768975,1,1073186815781492932
4.5,Sat,13,-74.003535,40.748457,-73.995308,40.750037,6,7953258104779593788
4.5,Fri,18,-73.956042,40.767993,-73.966257,40.765485,1,8484246183869200843
38,Thurs,6,-73.917892,40.770182,-74.0141,40.713895,5,831938303018173928
23,Wed,22,-73.965732,40.762077,-74.016405,40.711167,1,4045546529036620514
16.1,Sun,0,-73.999227,40.734187,-73.983805,40.726032,1,265781797775470527
21.3,Sun,3,-74.005192,40.74129,-73.955197,40.662093,2,1714664827638490666
3.5,Sat,14,-73.951068,40.770431,-73.953887,40.766683,1,2396552019827103444
5.5,Thurs,20,-74.002555847167969,40.726417541503906,-73.992607116699219,40.726760864257812,5,1825680354034939769
6,Sat,1,-73.990647,40.746178,-73.979178,40.762295,2,793612531792453757
6,Sat,19,-74.00085,40.731892,-73.991287,40.734982,1,5385476941020526533
24.5,Mon,23,-73.979505,40.752702,-73.893417,40.768422,6,2866973905287425964
24.5,Thurs,23,-74.00275,40.749842,-73.888276,40.750157,1,8832524433299343388
4.5,Fri,14,-73.979099,40.791053,-73.984185,40.780128,1,768580804813787571
5.5,Mon,12,-73.979627,40.739736,-73.985214,40.72781,2,7145759566961225603
6,Sat,12,-73.961143,40.760774,-73.94671,40.776431,1,7243978242468749406
4.5,Thurs,8,-73.984698,40.759782,-73.980075,40.75314,1,8803485449594626214
5,Tues,10,-73.956485,40.780955,-73.961452,40.774497,1,8257596245910167043
24,Mon,1,-73.998942,40.744702,-73.908018,40.760602,1,8107474854275979779
20,Wed,17,-74.00591,40.712045,-73.99231,40.770672,1,1828286355915816621
20.9,Fri,0,-73.992972,40.73345,-73.890762,40.748097,1,4670701978457932440
16.9,Fri,10,-74.007243,40.705247,-73.983915,40.767097,1,4238173475675880101
3,Sun,21,-73.991165,40.72788,-73.990347,40.730572,1,1729799651274584114
4.5,Wed,7,-73.990462,40.737148,-74.000351,40.741472,1,4089474494906388243
4.5,Wed,10,-73.952792,40.778087,-73.957715,40.78251,1,7876634544792626014
4.5,Mon,17,-73.990838,40.734535,-73.988227,40.727748,2,968469488652562056
4.5,Wed,19,-73.9544,40.781111,-73.955754,40.772574,2,9021082650085658648
4.5,Sat,8,-73.963452,40.763485,-73.969215,40.763905,1,7735788203033524249
16.1,Sun,22,-73.980065,40.760746,-73.992162,40.69004,1,7642553640819339254
28.5,Mon,11,-73.871278,40.773928,-73.969248,40.752773,1,2675008791009760880
2.9,Sat,10,-73.986839,40.733766,-73.984431,40.735417,1,5129050968501603688
4.5,Mon,19,-73.955473,40.7795,-73.946718,40.772443,1,4922330203126485770
3,Fri,23,-73.998602,40.760537,-73.99891,40.760007,1,1274360425833142529
4.5,Sun,8,-73.954067,40.766763,-73.966935,40.772198,2,5875775577065572169
5,Tues,21,-73.995197,40.75568,-73.99779,40.745297,1,1324893683741520912
5,Tues,21,-73.954925,40.7652,-73.94521,40.773289,1,2885785312045458378
3.5,Mon,9,-73.96765,40.755996,-73.973469,40.751223,1,5966878933143249400
4.5,Sat,0,-73.98242,40.764083,-73.986162,40.755928,1,2517498195821632241
5.5,Tues,6,-73.884393,40.755738,-73.906886,40.753429,1,4959377757197729523
4.5,Tues,7,-73.954515,40.765852,-73.94779,40.771242,1,6369535737913958230
4.5,Sat,11,-73.947311,40.790843,-73.946219,40.781977,1,959002116892136640
5,Wed,5,-73.981018,40.744715,-73.982245,40.734338,1,2707513715319783130
4,Fri,18,-73.987052,40.743937,-73.99189,40.737875,1,6262525538290750333
6,Fri,10,-73.985557556152344,40.753231048583984,-73.973983764648438,40.748069763183594,1,150159707170073328
4.5,Thurs,22,-73.997517,40.721306,-73.999498,40.718582,2,585901507292208049
32.83,Mon,19,-73.986006,40.726531,-73.871052,40.773793,1,448513254123763632
19.5,Sat,23,-73.991261,40.685448,-73.969026,40.75009,1,3799742626573074241
29.5,Sun,0,-73.98714,40.672127,-73.953452,40.733165,1,7782480283821393386
17.7,Sat,19,-73.946338,40.772729,-74.002148,40.729499,2,8505691494688614567
3,Sat,2,-73.987243,40.692933,-73.987172,40.695822,1,4867172495227537304
6,Fri,11,-73.97904,40.747498,-73.983392,40.735924,1,4988576088488513672
36.33,Fri,11,-73.985427856445312,40.760704040527344,-73.871871948242188,40.77435302734375,1,7140204615988416328
17.5,Mon,15,-73.983142,40.686352,-74.006328,40.73349,6,5172694080739573477
28.5,Tues,7,-73.985358,40.734702,-73.87048,40.77192,6,7870412955715720174
35.83,Fri,11,-73.8725,40.774209,-73.979526,40.761583,3,2961005121349410802
4.5,Thurs,8,-73.967344,40.769269,-73.955038,40.779324,2,1208404686034593103
4.5,Tues,12,-73.98248291015625,40.750785827636719,-73.98944091796875,40.741840362548828,1,8378379941602870578
5,Tues,21,-74.009835,40.710853,-74.004842,40.723655,1,5041659352560630634
5.5,Wed,21,-73.984235,40.764832,-73.990722,40.771037,2,6696889141613668431
5.5,Tues,18,-73.999708,40.738461,-74.003279,40.731808,1,1266552788973696265
28.1,Fri,0,-73.975598,40.751972,-73.923398,40.686132,1,7821352278716165674
4,Thurs,16,-73.98455,40.768498,-73.977538,40.76529,5,2813417130188541139
4.5,Mon,16,-73.987966,40.752029,-73.978166,40.751352,1,3771523889786666720
18,Sat,0,-73.95713,40.770572,-73.99103,40.724247,1,21547898452889306
14.9,Tues,7,-73.947332,40.771792,-73.993175,40.72941,1,4409097516736429888
3,Sat,17,-74.007400512695312,40.726234436035156,-74.006561279296875,40.731056213378906,2,6068398531848227483
23.5,Sun,12,-73.977556,40.786838,-73.976332,40.727577,1,8629619597020888025
4,Mon,11,-73.997638,40.7465,-74.002682,40.751956,1,4586198574515069028
5.5,Thurs,9,-73.989302,40.743127,-73.997503,40.737586,1,8537558382004105601
20,Sun,17,-73.983868,40.676033,-74.006231,40.733931,1,2851555580824393661
31.7,Thurs,5,-73.987667,40.719853,-73.859353,40.736975,2,9074435781607261408
46.5,Sat,4,-74.002127,40.7396,-73.797737,40.674672,5,5980397411481159928
2.5,Tues,20,-73.983555,40.743869,-73.98267,40.744276,1,1453594416538916515
37.699999999999996,Mon,10,-73.874687,40.77412,-74.012689,40.701895,2,2789218056487802213
15.3,Sat,14,-73.957322,40.777115,-74.005819,40.725613,1,7525165691467712067
22.1,Wed,21,-73.969502,40.760398,-74.000667,40.681503,1,6339171985346533059
2.9,Sun,21,-73.93088,40.671676,-73.932646,40.671565,1,5009794372111981131
34.5,Tues,15,-73.782075,40.644745,-73.911795,40.762427,2,8232322250553174851
16.9,Sun,12,-74.00005,40.73473,-73.973282,40.79356,1,7484319999819507939
22.5,Sun,2,-73.971162,40.751156,-73.977289,40.664114,2,3571927911252587025
25.3,Sat,23,-73.993237,40.727678,-73.94518,40.811808,3,8535048730498823069
26.1,Fri,6,-73.978235,40.685331,-73.949962,40.793228,1,1941219469674843357
14.9,Sat,3,-73.993503,40.752468,-73.943512,40.820495,1,8247530054639120182
4.5,Wed,21,-73.990777,40.750765,-73.985468,40.754998,1,2840740981034499208
5,Sat,2,-73.97945,40.74391,-73.971912,40.74721,1,3074111398458390710
6,Thurs,13,-73.97076,40.756205,-73.97678,40.751187,5,8834319345967021728
27,Sat,22,-73.989722,40.747302,-73.97269,40.675047,1,3243353172305829726
23.7,Wed,12,-73.972462,40.759527,-73.885202,40.771997,2,5061242434044407059
15.7,Mon,9,-73.961702,40.760215,-74.011032,40.701908,4,6898083944780444824
59.9,Fri,6,-73.98753,40.760327,-74.17796,40.69,5,8713573336591610275
18.1,Wed,19,-73.946492,40.776883,-74.002083,40.739615,2,6908063238641935830
36.33,Sun,17,-73.875396728515625,40.773704528808594,-73.978469848632812,40.782390594482422,1,1199148011266908752
4.5,Sat,0,-73.988206,40.73722,-74.001777,40.735288,1,4657944781627124369
4.5,Sun,17,-73.98583984375,40.757488250732422,-73.9913558959961,40.750350952148438,1,8933317023842533253
4,Sun,19,-73.988623,40.743945,-73.979647,40.741493,1,6424476755701960381
5,Wed,14,-73.95958,40.780329,-73.972091,40.787361,1,7948792466610318114
6,Fri,19,-73.992765,40.726812,-73.987639,40.722591,1,6804312074318533713
4,Sun,0,-73.971789,40.792244,-73.965789,40.800455,1,8753445041226980706
6,Thurs,9,-73.996344,40.738099,-73.989045,40.75278,1,6046101039879970385
17,Sat,20,-73.968597,40.769855,-73.928208,40.75335,6,3249521574720798385
114,Sun,17,-73.979362,40.74005,-74.181548,40.68773,1,6174604311918402874
17.5,Thurs,23,-74.010507,40.718832,-73.980907,40.737775,1,6518893806485610705
36,Sat,16,-74.014246,40.704709,-73.938426,40.627317,1,5270220446657792230
18.1,Fri,17,-73.914543,40.764242,-73.854043,40.757652,5,1946249276231872817
35.83,Wed,12,-73.86221,40.768647,-73.963285,40.75599,1,1692379975270299620
18.1,Tues,15,-73.995806,40.764255,-73.940024,40.852662,4,3509061478007204958
5,Thurs,18,-73.994565,40.745745,-74.00112,40.736457,1,4004880902468883609
51.3,Thurs,14,-73.866258,40.770545,-73.990469,40.77552,1,7472718329094126163
4.5,Fri,19,-73.996529,40.742885,-74.008199,40.73555,1,7328147628457794482
5,Tues,19,-73.966578,40.75775,-73.973089,40.761055,1,4121615342851453407
21.3,Wed,22,-73.958333,40.76895,-73.873775,40.730798,5,1206437213451487862
2.9,Sun,15,-73.996781,40.747615,-73.9936,40.752089,1,1417632203900918032
17,Mon,8,-73.971282958984375,40.795215606689453,-74.00726318359375,40.743495941162109,5,1463609219172093144
6,Sun,11,-73.950896,40.782906,-73.962903,40.772679,1,9161286474608326722
28.5,Wed,23,-73.991115,40.750542,-73.93596,40.857205,5,449533510700289149
27.3,Wed,20,-73.78717,40.6412,-73.92873,40.627418,1,3840637997237480204
31.6,Sun,21,-73.870559,40.773644,-73.981614,40.757683,1,2883953943526850223
4,Sat,23,-73.993617,40.746582,-73.988997,40.748547,2,5125367768986749041
5,Mon,8,-73.979213,40.771592,-73.964758,40.765662,1,232855406340197807
4.5,Fri,18,-73.994094,40.74602,-74.004565,40.741697,1,8205659946006001547
5,Mon,17,-73.965042114257812,40.759727478027344,-73.961257934570312,40.764156341552734,1,2417583271285580617
5.5,Mon,9,-73.992439270019531,40.7637939453125,-73.98162841796875,40.760074615478516,1,1717120012038507885
25.07,Mon,7,-73.960065,40.769672,-73.88524,40.770777,1,2858375670223798905
21.8,Sun,22,-73.982265,40.745692,-73.929727,40.767412,1,132521698311469850
18.7,Fri,17,-74.009855,40.710814,-73.994383,40.760894,1,2942968824687672371
27.5,Sat,22,-73.994017,40.751347,-73.918737,40.759292,5,1286119869709995687
5.5,Sun,3,-74.003776550292969,40.738143920898438,-73.999862670898438,40.728633880615234,2,3729161062121297654
5.5,Thurs,20,-73.999515,40.753915,-73.990108,40.756603,2,788890139639736720
4.5,Sat,23,-73.99112,40.718442,-73.98982,40.711422,2,1819949028854860923
5,Sat,9,-74.006026,40.723133,-73.997239,40.719475,2,3444353295835810883
24.5,Mon,17,-73.86272,40.769073,-73.970263,40.689973,1,5849710253187164236
4.5,Mon,14,-73.966918,40.772683,-73.97278,40.764491,1,2192105670947891459
5.5,Sat,10,-73.982426,40.769839,-73.977824,40.763461,1,1456616540373660633
6,Wed,15,-73.985293,40.758222,-73.984938,40.748345,1,94894064697461458
24.5,Tues,12,-73.950035,40.806897,-73.973455,40.760807,1,5852367796546864045
29.47,Sat,14,-73.976707,40.745769,-73.885718,40.773232,1,9077715283683054675
4.5,Thurs,13,-73.997615,40.746362,-73.991805,40.75476,1,6332947771984180254
5,Sat,10,-73.977083,40.789875,-73.977407,40.77934,6,4759247710642569573
22,Tues,0,-73.992173,40.754022,-73.942575,40.832292,1,5146468710733439068
17.7,Sat,21,-73.995635,40.739725,-73.950403,40.684913,5,4721352796498940385
4,Mon,22,-73.964553,40.755362,-73.97051,40.75868,2,7695915958482191820
5,Tues,19,-73.946273,40.772497,-73.956483,40.775586,1,2898571137475798437
4.5,Sat,3,-74.003742,40.742052,-74.005613,40.740148,1,9154959024341072311
4.5,Wed,20,-73.971627,40.747163,-73.966992,40.756212,2,8570561483048151221
19.5,Wed,10,-73.991885,40.750122,-74.010112,40.705877,5,6035330413744840634
16.1,Tues,19,-73.956115,40.771845,-74.006367,40.739702,1,8361191573707199087
19.7,Sat,18,-73.990735,40.739757,-73.978097,40.671167,1,4874546837401326280
24,Wed,21,-73.862800598144531,40.769039154052734,-73.963226318359375,40.7166862487793,1,7363154266911620103
29.07,Tues,15,-73.862434,40.772034,-73.986199,40.757422,1,1518598555502650674
29.07,Mon,13,-73.874598,40.774057,-73.972882,40.791777,5,1732020347422995440
21.7,Mon,14,-73.946039,40.773258,-73.979443,40.734795,2,7147503374571296873
4.5,Sun,8,-73.986658,40.749285,-74.001582,40.755696,1,5384320397941468669
5,Wed,23,-73.980878,40.77449,-73.987478,40.765422,3,4806809282502310330
5.5,Sat,0,-73.97381,40.751585,-73.97246,40.761722,1,4090370760131650146
18,Wed,10,-73.981722,40.757897,-74.006992,40.728322,1,2497893444550542274
33.47,Sun,6,-73.992818,40.756585,-73.86405,40.769457,4,2852650728381363460
5,Thurs,16,-73.982237,40.742733,-73.993245,40.739818,1,9159707030131291353
4.5,Sat,11,-73.978876,40.78927,-73.969491,40.79784,1,763233603862053783
19.7,Wed,11,-73.989585,40.690338,-73.953,40.764765,5,4519550109452832729
4,Thurs,6,-73.989647,40.762897,-73.993992,40.756607,1,3068966801215118416
4.5,Thurs,21,-73.984563,40.736813,-73.976437,40.74822,2,1783802020223444933
4.5,Sat,0,-73.975792,40.748752,-73.968735,40.759063,1,401798874176137057
5,Fri,19,-73.976993,40.780887,-73.977097,40.789857,1,6450532919861683651
5,Thurs,14,-73.959567,40.762904,-73.958793,40.773035,1,4897946556274389905
5.5,Fri,18,-73.98728,40.73887,-73.976647,40.74586,1,51128634333492005
6,Fri,13,-73.987083,40.761192,-73.988552,40.766592,1,932816593007334671
6,Sun,9,-74.015884399414062,40.710975646972656,-74.008819580078125,40.719596862792969,3,4056909789821874170
6,Fri,8,-73.978958129882812,40.762298583984375,-73.984001159667969,40.767288208007812,1,8706608661157045448
4.5,Mon,20,-73.981836,40.779971,-73.978681,40.789397,1,556784713731184707
5,Tues,20,-73.992717,40.748647,-73.992717,40.748647,1,2390686688619645175
5.5,Thurs,8,-73.961225,40.75674,-73.971333,40.755363,1,8372306501222347902
